Episode,Character 1,Character 2,Interaction,Saga,Arc,Filler
388,brook,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,franky,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,nami,robin,Cooperation,Summit War Saga,Saboady Archipelago,False
388,chopper,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,franky,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,luffy,duval,Confrontation,Summit War Saga,Saboady Archipelago,False
388,duval,hatchan,Confrontation,Summit War Saga,Saboady Archipelago,False
388,duval,camie,Confrontation,Summit War Saga,Saboady Archipelago,False
388,duval,sanji,Communication,Summit War Saga,Saboady Archipelago,False
388,sanji,duval,Communication,Summit War Saga,Saboady Archipelago,False
388,luffy,zoro,Communication,Summit War Saga,Saboady Archipelago,False
388,luffy,duval,Physical,Summit War Saga,Saboady Archipelago,False
388,sanji,duval,Emotional,Summit War Saga,Saboady Archipelago,False
389,duval,sanji,Confrontation,Summit War Saga,Saboady Archipelago,False
389,camie,sanji,Cooperation,Summit War Saga,Saboady Archipelago,False
389,rosy life riders,thousand sunny,Confrontation,Summit War Saga,Saboady Archipelago,False
389,luffy,motobaro,Physical,Summit War Saga,Saboady Archipelago,False
389,sanji,duval,Physical,Summit War Saga,Saboady Archipelago,False
389,straw hat pirates,duval,Perception,Summit War Saga,Saboady Archipelago,False
389,sanji,duval,Communication,Summit War Saga,Saboady Archipelago,False
389,franky,duval,Perception,Summit War Saga,Saboady Archipelago,False
389,sanji,duval,Communication,Summit War Saga,Saboady Archipelago,False
389,sanji,duval,Physical,Summit War Saga,Saboady Archipelago,False
389,sanji,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
389,rosy life riders,sanji,Confrontation,Summit War Saga,Saboady Archipelago,False
389,luffy,sanji,Cooperation,Summit War Saga,Saboady Archipelago,False
389,zoro,luffy,Communication,Summit War Saga,Saboady Archipelago,False
389,hatchan,sanji,Cooperation,Summit War Saga,Saboady Archipelago,False
389,duval,sanji,Confrontation,Summit War Saga,Saboady Archipelago,False
389,camie,sanji,Cooperation,Summit War Saga,Saboady Archipelago,False
389,pappag,rosy life riders,Perception,Summit War Saga,Saboady Archipelago,False
389,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
389,rosy life riders,thousand sunny,Confrontation,Summit War Saga,Saboady Archipelago,False
389,franky,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
389,usopp,thousand sunny,Cooperation,Summit War Saga,Saboady Archipelago,False
389,duval,thousand sunny,Perception,Summit War Saga,Saboady Archipelago,False
389,franky,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
389,camie,sanji,Physical,Summit War Saga,Saboady Archipelago,False
389,duval,luffy,Confrontation,Summit War Saga,Saboady Archipelago,False
389,motobaro,luffy,Physical,Summit War Saga,Saboady Archipelago,False
389,robin,luffy,Perception,Summit War Saga,Saboady Archipelago,False
389,sanji,duval,Communication,Summit War Saga,Saboady Archipelago,False
389,sanji,duval,Physical,Summit War Saga,Saboady Archipelago,False
390,straw hat pirates,hatchan,Cooperation,Summit War Saga,Saboady Archipelago,False
390,duval,sanji,Emotional,Summit War Saga,Saboady Archipelago,False
390,duval,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
390,duval,nami,Emotional,Summit War Saga,Saboady Archipelago,False
390,usopp,duval,Communication,Summit War Saga,Saboady Archipelago,False
390,nami,brook,Physical,Summit War Saga,Saboady Archipelago,False
390,camie,straw hat pirates,Cooperation,Summit War Saga,Saboady Archipelago,False
390,pappag,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
390,luffy,camie,Perception,Summit War Saga,Saboady Archipelago,False
390,robin,luffy,Perception,Summit War Saga,Saboady Archipelago,False
390,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
390,hatchan,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,usopp,franky,Cooperation,Summit War Saga,Saboady Archipelago,False
391,sanji,usopp,Cooperation,Summit War Saga,Saboady Archipelago,False
391,sanji,franky,Cooperation,Summit War Saga,Saboady Archipelago,False
391,sanji,nami,Cooperation,Summit War Saga,Saboady Archipelago,False
391,hatchan,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,luffy,hatchan,Perception,Summit War Saga,Saboady Archipelago,False
391,luffy,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
391,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
391,luffy,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
391,luffy,chopper,Cooperation,Summit War Saga,Saboady Archipelago,False
391,luffy,hatchan,Cooperation,Summit War Saga,Saboady Archipelago,False
391,luffy,devil dias,Perception,Summit War Saga,Saboady Archipelago,False
391,devil dias,luffy,Communication,Summit War Saga,Saboady Archipelago,False
391,devil dias,world noble,Confrontation,Summit War Saga,Saboady Archipelago,False
391,world noble,devil dias,Physical,Summit War Saga,Saboady Archipelago,False
391,world noble,devil dias,Confrontation,Summit War Saga,Saboady Archipelago,False
391,luffy,world noble,Perception,Summit War Saga,Saboady Archipelago,False
391,pappag,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,franky,usopp,Cooperation,Summit War Saga,Saboady Archipelago,False
391,sanji,nami,Cooperation,Summit War Saga,Saboady Archipelago,False
391,zoro,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,luffy,hatchan,Perception,Summit War Saga,Saboady Archipelago,False
391,luffy,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
391,luffy,shopkeeper,Communication,Summit War Saga,Saboady Archipelago,False
391,luffy,hatchan,Cooperation,Summit War Saga,Saboady Archipelago,False
391,luffy,chopper,Cooperation,Summit War Saga,Saboady Archipelago,False
391,luffy,antonio,Communication,Summit War Saga,Saboady Archipelago,False
391,hatchan,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,nami,camie,Perception,Summit War Saga,Saboady Archipelago,False
391,luffy,devil dias,Perception,Summit War Saga,Saboady Archipelago,False
391,devil dias,luffy,Communication,Summit War Saga,Saboady Archipelago,False
391,hatchan,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,straw hat pirates,world noble,Perception,Summit War Saga,Saboady Archipelago,False
391,world noble,devil dias,Physical,Summit War Saga,Saboady Archipelago,False
391,world noble,devil dias,Confrontation,Summit War Saga,Saboady Archipelago,False
391,brook,camie,Emotional,Summit War Saga,Saboady Archipelago,False
391,pappag,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
391,bounty hunters,luffy,Perception,Summit War Saga,Saboady Archipelago,False
392,straw hat pirates,bounty hunters,Confrontation,Summit War Saga,Saboady Archipelago,False
392,straw hat pirates,shakuyaku,Communication,Summit War Saga,Saboady Archipelago,False
392,luffy,zoro,Indirect,Summit War Saga,Saboady Archipelago,False
392,luffy,worst generation,Indirect,Summit War Saga,Saboady Archipelago,False
392,zoro,worst generation,Indirect,Summit War Saga,Saboady Archipelago,False
393,luffy,camie,Cooperation,Summit War Saga,Saboady Archipelago,False
393,zoro,charlos,Confrontation,Summit War Saga,Saboady Archipelago,False
393,jewelry bonney,zoro,Physical,Summit War Saga,Saboady Archipelago,False
393,jewelry bonney,charlos,Indirect,Summit War Saga,Saboady Archipelago,False
393,sanji,chopper,Communication,Summit War Saga,Saboady Archipelago,False
393,charlos,doctors,Physical,Summit War Saga,Saboady Archipelago,False
393,charlos,injured man,Physical,Summit War Saga,Saboady Archipelago,False
393,charlos,marie,Other,Summit War Saga,Saboady Archipelago,False
393,charlos,judy,Physical,Summit War Saga,Saboady Archipelago,False
393,jewelry bonney,zoro,Communication,Summit War Saga,Saboady Archipelago,False
393,sanji,usopp,Communication,Summit War Saga,Saboady Archipelago,False
393,sanji,franky,Communication,Summit War Saga,Saboady Archipelago,False
393,sanji,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
394,duval,straw hat pirates,Cooperation,Summit War Saga,Saboady Archipelago,False
394,robin,nami,Communication,Summit War Saga,Saboady Archipelago,False
394,rosward,saint shalria,Communication,Summit War Saga,Saboady Archipelago,False
394,rosward,charlos,Communication,Summit War Saga,Saboady Archipelago,False
394,law,kid,Perception,Summit War Saga,Saboady Archipelago,False
394,sanji,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
394,franky,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
394,usopp,franky,Cooperation,Summit War Saga,Saboady Archipelago,False
394,usopp,sanji,Cooperation,Summit War Saga,Saboady Archipelago,False
394,chopper,brook,Emotional,Summit War Saga,Saboady Archipelago,False
394,usopp,chopper,Physical,Summit War Saga,Saboady Archipelago,False
394,usopp,brook,Physical,Summit War Saga,Saboady Archipelago,False
394,sanji,duval,Cooperation,Summit War Saga,Saboady Archipelago,False
394,sanji,motobaro,Other,Summit War Saga,Saboady Archipelago,False
394,luffy,pappag,Communication,Summit War Saga,Saboady Archipelago,False
394,pappag,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
394,robin,nami,Communication,Summit War Saga,Saboady Archipelago,False
394,franky,nami,Communication,Summit War Saga,Saboady Archipelago,False
394,franky,robin,Communication,Summit War Saga,Saboady Archipelago,False
394,hatchan,luffy,Emotional,Summit War Saga,Saboady Archipelago,False
394,luffy,hatchan,Emotional,Summit War Saga,Saboady Archipelago,False
394,luffy,rosy life riders,Cooperation,Summit War Saga,Saboady Archipelago,False
394,peterman,camie,Other,Summit War Saga,Saboady Archipelago,False
394,rosward,saint shalria,Communication,Summit War Saga,Saboady Archipelago,False
394,kid,rosward,Perception,Summit War Saga,Saboady Archipelago,False
394,kid,saint shalria,Perception,Summit War Saga,Saboady Archipelago,False
394,heat,law,Perception,Summit War Saga,Saboady Archipelago,False
394,camie,disco,Confrontation,Summit War Saga,Saboady Archipelago,False
394,disco,camie,Physical,Summit War Saga,Saboady Archipelago,False
394,camie,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
394,disco,stansen,Perception,Summit War Saga,Saboady Archipelago,False
394,stansen,rayleigh,Communication,Summit War Saga,Saboady Archipelago,False
395,straw hat pirates,camie,Perception,Summit War Saga,Saboady Archipelago,False
395,nami,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
395,world government,ace,Confrontation,Summit War Saga,Saboady Archipelago,False
395,world government,whitebeard,Confrontation,Summit War Saga,Saboady Archipelago,False
395,marine,garp,Communication,Summit War Saga,Saboady Archipelago,False
395,garp,rayleigh,Perception,Summit War Saga,Saboady Archipelago,False
395,disco,human auctioning house audience,Communication,Summit War Saga,Saboady Archipelago,False
395,sanji,human auctioning house staff,Perception,Summit War Saga,Saboady Archipelago,False
395,usopp,human auctioning house audience,Communication,Summit War Saga,Saboady Archipelago,False
395,usopp,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
395,zoro,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
395,duval,sanji,Communication,Summit War Saga,Saboady Archipelago,False
395,sanji,duval,Physical,Summit War Saga,Saboady Archipelago,False
395,franky,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
395,franky,human auctioning house staff,Confrontation,Summit War Saga,Saboady Archipelago,False
395,hatchan,franky,Physical,Summit War Saga,Saboady Archipelago,False
395,chopper,sanji,Physical,Summit War Saga,Saboady Archipelago,False
395,nami,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
395,heat,kid,Communication,Summit War Saga,Saboady Archipelago,False
395,kid,luffy,Perception,Summit War Saga,Saboady Archipelago,False
395,nami,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
395,drake x,drake pirates,Communication,Summit War Saga,Saboady Archipelago,False
395,camie,human auctioning house staff,Communication,Summit War Saga,Saboady Archipelago,False
396,charlos,straw hat pirates,Perception,Summit War Saga,Saboady Archipelago,False
396,charlos,camie,Confrontation,Summit War Saga,Saboady Archipelago,False
396,luffy,rosy life riders,Cooperation,Summit War Saga,Saboady Archipelago,False
396,luffy,hatchan,Physical,Summit War Saga,Saboady Archipelago,False
396,hatchan,human auctioning house audience,Perception,Summit War Saga,Saboady Archipelago,False
396,charlos,hatchan,Physical,Summit War Saga,Saboady Archipelago,False
396,luffy,charlos,Physical,Summit War Saga,Saboady Archipelago,False
396,charlos,slave,Physical,Summit War Saga,Saboady Archipelago,False
396,nami,sanji,Communication,Summit War Saga,Saboady Archipelago,False
396,sanji,nami,Communication,Summit War Saga,Saboady Archipelago,False
396,zoro,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
396,luffy,zoro,Cooperation,Summit War Saga,Saboady Archipelago,False
396,law,luffy,Perception,Summit War Saga,Saboady Archipelago,False
396,kid,luffy,Perception,Summit War Saga,Saboady Archipelago,False
396,hatchan,luffy,Communication,Summit War Saga,Saboady Archipelago,False
396,pappag,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
396,nami,sanji,Communication,Summit War Saga,Saboady Archipelago,False
396,nami,hatchan,Emotional,Summit War Saga,Saboady Archipelago,False
396,hatchan,nami,Emotional,Summit War Saga,Saboady Archipelago,False
396,pappag,luffy,Communication,Summit War Saga,Saboady Archipelago,False
396,charlos,luffy,Confrontation,Summit War Saga,Saboady Archipelago,False
396,luffy,charlos,Physical,Summit War Saga,Saboady Archipelago,False
397,luffy,charlos,Physical,Summit War Saga,Saboady Archipelago,False
397,straw hat pirates,world noble,Confrontation,Summit War Saga,Saboady Archipelago,False
397,robin,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
397,robin,usopp,Cooperation,Summit War Saga,Saboady Archipelago,False
397,usopp,rosward,Physical,Summit War Saga,Saboady Archipelago,False
397,usopp,camie,Cooperation,Summit War Saga,Saboady Archipelago,False
397,shalria,camie,Confrontation,Summit War Saga,Saboady Archipelago,False
397,rayleigh,shalria,Physical,Summit War Saga,Saboady Archipelago,False
397,rayleigh,luffy,Communication,Summit War Saga,Saboady Archipelago,False
397,luffy,zoro,Communication,Summit War Saga,Saboady Archipelago,False
397,chopper,hatchan,Cooperation,Summit War Saga,Saboady Archipelago,False
397,franky,chopper,Cooperation,Summit War Saga,Saboady Archipelago,False
397,rosward,luffy,Confrontation,Summit War Saga,Saboady Archipelago,False
397,sanji,rosward,Physical,Summit War Saga,Saboady Archipelago,False
397,heart pirates,kid pirates,Perception,Summit War Saga,Saboady Archipelago,False
397,robin,usopp,Cooperation,Summit War Saga,Saboady Archipelago,False
397,robin,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
397,zoro,camie,Cooperation,Summit War Saga,Saboady Archipelago,False
397,kid,luffy,Perception,Summit War Saga,Saboady Archipelago,False
397,robin,human auctioning house audience,Perception,Summit War Saga,Saboady Archipelago,False
397,brook,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
397,usopp,rosward,Physical,Summit War Saga,Saboady Archipelago,False
397,nami,usopp,Communication,Summit War Saga,Saboady Archipelago,False
397,law,nami,Communication,Summit War Saga,Saboady Archipelago,False
397,robin,luffy,Communication,Summit War Saga,Saboady Archipelago,False
397,robin,law,Communication,Summit War Saga,Saboady Archipelago,False
397,robin,kid,Communication,Summit War Saga,Saboady Archipelago,False
397,shalria,camie,Confrontation,Summit War Saga,Saboady Archipelago,False
397,rayleigh,shalria,Physical,Summit War Saga,Saboady Archipelago,False
397,rayleigh,stansen,Communication,Summit War Saga,Saboady Archipelago,False
397,rayleigh,world noble,Confrontation,Summit War Saga,Saboady Archipelago,False
397,rayleigh,luffy,Communication,Summit War Saga,Saboady Archipelago,False
398,sengoku,borsalino,Communication,Summit War Saga,Saboady Archipelago,False
398,rayleigh,camie,Cooperation,Summit War Saga,Saboady Archipelago,False
398,luffy,kid,Cooperation,Summit War Saga,Saboady Archipelago,False
398,luffy,law,Cooperation,Summit War Saga,Saboady Archipelago,False
398,bege,jewelry bonney,Communication,Summit War Saga,Saboady Archipelago,False
398,jewelry bonney,luffy,Confrontation,Summit War Saga,Saboady Archipelago,False
398,drake x,urouge,Communication,Summit War Saga,Saboady Archipelago,False
398,drake x,apoo,Communication,Summit War Saga,Saboady Archipelago,False
398,drake x,hawkins,Communication,Summit War Saga,Saboady Archipelago,False
398,sengoku,borsalino,Communication,Summit War Saga,Saboady Archipelago,False
398,disco,doflamingo,Communication,Summit War Saga,Saboady Archipelago,False
398,chopper,hatchan,Physical,Summit War Saga,Saboady Archipelago,False
